NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	11		Rejected!	
GOBP_HISTONE_H3_K9_METHYLATION	34	31		
GOBP_HISTONE_H3_K4_METHYLATION	53	47		
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	28	25		
GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION	20	17		
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	18	18		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	9		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	5		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	99	88		
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	22	21		
GOBP_RESPONSE_TO_CAMP	93	83		
GOBP_RESPONSE_TO_CALCIUM_ION	144	130		
GOBP_RESPONSE_TO_FOLIC_ACID	10		Rejected!	
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE	6		Rejected!	
GOBP_EXOCYST_LOCALIZATION	6		Rejected!	
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	41	31		
GOBP_PROTEIN_MATURATION	293	247		
GOBP_DETECTION_OF_STIMULUS	709	200		
GOBP_DEFENSE_RESPONSE_TO_VIRUS	260	182		
GOBP_HISTAMINE_TRANSPORT	14		Rejected!	
GOBP_SEROTONIN_UPTAKE	11		Rejected!	
GOBP_NOREPINEPHRINE_UPTAKE	8		Rejected!	
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION	12		Rejected!	
GOBP_ORGANELLE_LOCALIZATION	650		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION	10		Rejected!	
GOBP_GOLGI_LOCALIZATION	14		Rejected!	
GOBP_MITOCHONDRION_LOCALIZATION	47	45		
GOBP_NUCLEUS_LOCALIZATION	24	23		
GOBP_VESICLE_LOCALIZATION	224	208		
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	209	173		
GOBP_SPINDLE_LOCALIZATION	53	47		
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	25	24		
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	431	388		
GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION	10		Rejected!	
GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION	9		Rejected!	
GOBP_MEMBRANE_RAFT_LOCALIZATION	8		Rejected!	
GOBP_LOCALIZATION_WITHIN_MEMBRANE	75	72		
GOBP_MEMBRANE_DISRUPTION_IN_OTHER_ORGANISM	11		Rejected!	
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	8		Rejected!	
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	219	180		
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	92	67		
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	52	43		
GOBP_MULTI_ORGANISM_PROCESS	1102		Rejected!	
GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM	10		Rejected!	
GOBP_CYTOLYSIS_IN_OTHER_ORGANISM	9		Rejected!	
GOBP_PROTEIN_DE_ADP_RIBOSYLATION	6		Rejected!	
GOBP_REGULATION_OF_CELL_CYCLE	1211		Rejected!	
GOBP_ACTIN_CROSSLINK_FORMATION	13		Rejected!	
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	20	16		
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_RESPONSE_TO_REDOX_STATE	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	86	69		
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	17		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	135	124		
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	54	50		
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION	57	51		
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN	24	23		
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	17	15		
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	5		Rejected!	
GOBP_MODULATION_OF_PROCESS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	98	81		
GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	9		Rejected!	
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	62	52		
GOBP_PROTEIN_AUTOUBIQUITINATION	72	63		
GOBP_PIGMENT_GRANULE_LOCALIZATION	26	24		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	71	63		
GOBP_MITOCHONDRIAL_DEPOLARIZATION	22	20		
GOBP_KILLING_OF_CELLS_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	27		Rejected!	
GOBP_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	25	25		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	175	146		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	62	42		
GOBP_MEMBRANE_DEPOLARIZATION	87	74		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	9		Rejected!	
GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	24	22		
GOBP_REGULATION_OF_FIBRINOLYSIS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	10		Rejected!	
GOBP_SULFATION	24		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	60	41		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	118	97		
GOBP_REGULATION_OF_SENSORY_PERCEPTION	37	23		
GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC	46	36		
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	5		Rejected!	
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	12		Rejected!	
GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	26	18		
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	33	26		
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	31	25		
GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	16		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	422	375		
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	138	121		
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	263	237		
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	95	81		
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	58	50		
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	69	52		
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	30	25		
GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	6		Rejected!	
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	47	44		
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	33	31		
GOBP_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	89	79		
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	6		Rejected!	
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	13		Rejected!	
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROGRAMMED_CELL_DEATH	8		Rejected!	
GOBP_MOVEMENT_IN_HOST_ENVIRONMENT	175	143		
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	48	35		
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	5		Rejected!	
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION	7		Rejected!	
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	453	334		
GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_MONOACYLGLYCEROL_CATABOLIC_PROCESS	7		Rejected!	
GOBP_CELLULAR_GLUCURONIDATION	20		Rejected!	
GOBP_FLAVONOID_GLUCURONIDATION	9		Rejected!	
GOBP_XENOBIOTIC_GLUCURONIDATION	11		Rejected!	
GOBP_MUSCLE_CELL_DEVELOPMENT	168	144		
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	103	93		
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY	17	16		
GOBP_CARDIAC_CELL_DEVELOPMENT	83	67		
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	114	91		
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	57	52		
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	6		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	30	22		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	5		Rejected!	
GOBP_NEUROBLAST_DIVISION	13		Rejected!	
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION	6		Rejected!	
GOBP_METAL_ION_HOMEOSTASIS	647		Rejected!	
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	161	121		
GOBP_ZINC_ION_HOMEOSTASIS	40	28		
GOBP_COPPER_ION_HOMEOSTASIS	17	16		
GOBP_IRON_ION_HOMEOSTASIS	86	71		
GOBP_POTASSIUM_ION_HOMEOSTASIS	29	22		
GOBP_TRANSITION_METAL_ION_HOMEOSTASIS	139	112		
GOBP_SODIUM_ION_HOMEOSTASIS	54	34		
GOBP_ANION_HOMEOSTASIS	34	24		
GOBP_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	15		Rejected!	
GOBP_TRANSMEMBRANE_TRANSPORT	1605		Rejected!	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	617		Rejected!	
GOBP_LIPID_HOMEOSTASIS	162	122		
GOBP_FATTY_ACID_HOMEOSTASIS	17		Rejected!	
GOBP_ACYLGLYCEROL_HOMEOSTASIS	40	29		
GOBP_PHOSPHOLIPID_HOMEOSTASIS	15		Rejected!	
GOBP_STEROL_HOMEOSTASIS	95	69		
GOBP_RESPONSE_TO_HYPEROXIA	22	18		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	75	65		
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_RELAXATION_OF_CARDIAC_MUSCLE	17	17		
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	134	113		
GOBP_REFLEX	14		Rejected!	
GOBP_SERTOLI_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_SERTOLI_CELL_DEVELOPMENT	11		Rejected!	
GOBP_SYNAPTIC_TRANSMISSION_GLYCINERGIC	5		Rejected!	
GOBP_RIGHTING_REFLEX	6		Rejected!	
GOBP_PARATHYROID_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_ROOF_OF_MOUTH_DEVELOPMENT	86	81		
GOBP_HARD_PALATE_DEVELOPMENT	7		Rejected!	
GOBP_SOFT_PALATE_DEVELOPMENT	5		Rejected!	
GOBP_CONVERGENT_EXTENSION	16	16		
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION	9		Rejected!	
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION	6		Rejected!	
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS	5		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_REGRESSION	17		Rejected!	
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	24	23		
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION	58	45		
GOBP_PERICARDIUM_DEVELOPMENT	20	19		
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	145	126		
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	58	52		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	49	36		
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	30	22		
GOBP_REGULATION_OF_ACROSOME_REACTION	15		Rejected!	
GOBP_CARDIAC_MUSCLE_CONTRACTION	135	115		
GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION	9		Rejected!	
GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	9		Rejected!	
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	29	25		
GOBP_MAMMARY_GLAND_INVOLUTION	7		Rejected!	
GOBP_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	7		Rejected!	
GOBP_UTERUS_DEVELOPMENT	18		Rejected!	
GOBP_VAGINA_DEVELOPMENT	10		Rejected!	
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	333	311		
GOBP_MICTURITION	5		Rejected!	
GOBP_SYNAPSE_MATURATION	24	21		
GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL	9		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	136	109		
GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL	13		Rejected!	
GOBP_MEMBRANE_HYPERPOLARIZATION	14		Rejected!	
GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS_ENGULFMENT	13		Rejected!	
GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	19	15		
GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT	41	33		
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	31	26		
GOBP_REGULATION_OF_GROWTH_HORMONE_SECRETION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION	7		Rejected!	
GOBP_PREPULSE_INHIBITION	12		Rejected!	
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	56	50		
GOBP_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	5		Rejected!	
GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION	6		Rejected!	
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	26	19		
GOBP_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	30	29		
GOBP_NEGATIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	22	20		
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	9		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_LIMB_BUD_FORMATION	11		Rejected!	
GOBP_MALE_MATING_BEHAVIOR	9		Rejected!	
GOBP_REGULATION_OF_LIPASE_ACTIVITY	97	82		
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	73	61		
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	15	15		
GOBP_PRIMITIVE_HEMOPOIESIS	8		Rejected!	
GOBP_DEFINITIVE_HEMOPOIESIS	19	18		
GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	88	85		
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	25	23		
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	19	17		
GOBP_DELAMINATION	5		Rejected!	
GOBP_DETECTION_OF_CELL_DENSITY	9		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS	466	382		
GOBP_REGULATION_OF_GLIAL_CELL_PROLIFERATION	33	28		
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	18	15		
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	14		Rejected!	
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	25	16		
GOBP_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	35	31		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	29	26		
GOBP_REGULATION_OF_RESPIRATORY_BURST	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	9		Rejected!	
GOBP_EMBRYONIC_SKELETAL_JOINT_MORPHOGENESIS	10		Rejected!	
GOBP_REGULATION_OF_CELL_DEVELOPMENT	484	424		
GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	10		Rejected!	
GOBP_TRANSDIFFERENTIATION	8		Rejected!	
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	83	71		
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	30	27		
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY_INVOLVED_IN_CILIARY_MOTILITY	7		Rejected!	
GOBP_REGULATION_OF_SARCOMERE_ORGANIZATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	34	25		
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	22	16		
GOBP_ELASTIN_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_BLOOD_VESSEL_REMODELING	11		Rejected!	
GOBP_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	26	22		
GOBP_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	8		Rejected!	
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	31	30		
GOBP_DEFINITIVE_ERYTHROCYTE_DIFFERENTIATION	5		Rejected!	
GOBP_HEAD_DEVELOPMENT	750		Rejected!	
GOBP_HEAD_MORPHOGENESIS	33	32		
GOBP_FACE_DEVELOPMENT	44	43		
GOBP_CELL_CHEMOTAXIS	305	239		
GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	25	23		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	6		Rejected!	
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	91	61		
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	35	32		
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	812		Rejected!	
GOBP_TRABECULA_FORMATION	22	20		
GOBP_BONE_TRABECULA_FORMATION	9		Rejected!	
GOBP_HEART_TRABECULA_FORMATION	13		Rejected!	
GOBP_BONE_DEVELOPMENT	192	176		
GOBP_BONE_MORPHOGENESIS	90	83		
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	52	49		
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	26	24		
GOBP_CELL_ADHESION_MOLECULE_PRODUCTION	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	8		Rejected!	
GOBP_RESPONSE_TO_AMMONIUM_ION	6		Rejected!	
GOBP_CRANIAL_SUTURE_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	8		Rejected!	
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	8		Rejected!	
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	6		Rejected!	
GOBP_MAST_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION	11		Rejected!	
GOBP_INNERVATION	23	20		
GOBP_AXONOGENESIS_INVOLVED_IN_INNERVATION	5		Rejected!	
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	65	55		
GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	26	22		
GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	12		Rejected!	
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	76	64		
GOBP_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	14		Rejected!	
GOBP_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT	173	142		
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	152	122		
GOBP_REGULATION_OF_PENILE_ERECTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PENILE_ERECTION	5		Rejected!	
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	64	61		
GOBP_VENTRICULAR_SEPTUM_MORPHOGENESIS	37	36		
GOBP_ATRIAL_SEPTUM_MORPHOGENESIS	15	15		
GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS	5		Rejected!	
GOBP_RESPONSE_TO_GROWTH_HORMONE	39	31		
GOBP_HEART_GROWTH	100	78		
GOBP_REGULATION_OF_HEART_GROWTH	77	60		
GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH	44	34		
GOBP_LUNG_MORPHOGENESIS	48	46		
GOBP_LUNG_VASCULATURE_DEVELOPMENT	5		Rejected!	
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	34	31		
GOBP_EPITHELIUM_DEVELOPMENT	1275		Rejected!	
GOBP_LUNG_SACCULE_DEVELOPMENT	8		Rejected!	
